0,400,400
1,512.5,400.0,112.5,0.0
2,502.10223471298264,447.2375239255298,112.5,0.0
3,472.8309570379556,485.7432312018591,112.5,0.0
4,430.0969380845373,508.39937415841257,112.5,0.0
5,381.79952538781396,511.0179837859217,112.5,0.0
6,336.866455146732,493.1150122926502,112.5,0.0
7,303.6035676811462,457.9998089324149,112.5,0.0
8,288.15947982013455,412.16338957269346,112.5,0.0
9,293.3890182419347,364.07857785970225,112.5,0.0
10,318.3255071586478,322.63381087898983,112.5,0.0
11,358.3594575242596,295.49011902061096,112.5,0.0
12,406.09062721585946,287.66499094174856,112.5,0.0
13,452.6959495787264,300.6048949998224,112.5,0.0
14,489.56046989188496,331.9179007907015,112.5,0.0
15,468.06815647532176,431.4916826170198,75.0,-0.0
16,420.06462538969157,472.2662494389417,75.0,-0.0
17,357.9109700978213,462.0766748617668,75.0,-0.0
18,325.439653213423,408.1089263817956,75.0,-0.0
19,345.55033810576515,348.4225405859933,75.0,-0.0
20,404.0604181439063,325.1099939611657,75.0,-0.0
21,459.70697992792327,354.6119338604676,75.0,-0.0
22,436.6232708391283,408.0613915079134,37.5,0.0
23,417.5653165262421,433.13170166672586,37.5,0.0
24,386.11981917475316,434.83662699312964,37.5,0.0
25,364.4630060806449,411.97380738009923,37.5,0.0
26,367.86785589371544,380.66673035586166,37.5,0.0
27,393.93317512927126,362.99400540469276,37.5,0.0
28,424.2769856793185,371.4189229327136,37.5,0.0
29,437.5,399.99999999999994,37.5,0.0
